"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_462903,hCoV-19/USA/MN-MDH-1058/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462904,hCoV-19/USA/MN-MDH-1059/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462905,hCoV-19/USA/MN-MDH-1060/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462906,hCoV-19/USA/MN-MDH-1061/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462907,hCoV-19/USA/MN-MDH-1062/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462908,hCoV-19/USA/MN-MDH-1063/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462909,hCoV-19/USA/MN-MDH-1064/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462910,hCoV-19/USA/MN-MDH-1065/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462911,hCoV-19/USA/MN-MDH-1066/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462991,hCoV-19/USA/SC-DHEC-0002/2020,North America / USA,2020-05-11,unknown,Microbiology Division,"Flores,H."
EPI_ISL_463102,hCoV-19/USA/VA-DCLS-0299/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463103,hCoV-19/USA/VA-DCLS-0300/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463104,hCoV-19/USA/VA-DCLS-0301/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463105,hCoV-19/USA/VA-DCLS-0302/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463106,hCoV-19/USA/VA-DCLS-0303/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463107,hCoV-19/USA/VA-DCLS-0304/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463108,hCoV-19/USA/VA-DCLS-0305/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463109,hCoV-19/USA/VA-DCLS-0306/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463110,hCoV-19/USA/VA-DCLS-0307/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463111,hCoV-19/USA/VA-DCLS-0308/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463112,hCoV-19/USA/VA-DCLS-0309/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463113,hCoV-19/USA/VA-DCLS-0310/2020,North America / USA / Virginia,2020-05-18,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463114,hCoV-19/USA/VA-DCLS-0347/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463115,hCoV-19/USA/VA-DCLS-0348/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463116,hCoV-19/USA/VA-DCLS-0349/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463117,hCoV-19/USA/VA-DCLS-0350/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463118,hCoV-19/USA/VA-DCLS-0351/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463119,hCoV-19/USA/VA-DCLS-0352/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463120,hCoV-19/USA/VA-DCLS-0353/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463121,hCoV-19/USA/VA-DCLS-0354/2020,North America / USA / Virginia,2020-05-11,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463122,hCoV-19/USA/VA-DCLS-0355/2020,North America / USA / Virginia,2020-05-12,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463123,hCoV-19/USA/VA-DCLS-0356/2020,North America / USA / Virginia,2020-05-12,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463125,hCoV-19/USA/VA-DCLS-0364/2020,North America / USA / Virginia,2020-05-12,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463127,hCoV-19/USA/VA-DCLS-0371/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463128,hCoV-19/USA/VA-DCLS-0372/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463129,hCoV-19/USA/VA-DCLS-0373/2020,North America / USA / Virginia,2020-05-08,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463130,hCoV-19/USA/VA-DCLS-0374/2020,North America / USA / Virginia,2020-05-12,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463131,hCoV-19/USA/VA-DCLS-0375/2020,North America / USA / Virginia,2020-05-11,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463132,hCoV-19/USA/VA-DCLS-0376/2020,North America / USA / Virginia,2020-05-12,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463133,hCoV-19/USA/VA-DCLS-0377/2020,North America / USA / Virginia,2020-05-12,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463134,hCoV-19/USA/VA-DCLS-0378/2020,North America / USA / Virginia,2020-05-13,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463135,hCoV-19/USA/VA-DCLS-0379/2020,North America / USA / Virginia,2020-05-13,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463136,hCoV-19/USA/VA-DCLS-0380/2020,North America / USA / Virginia,2020-05-13,Virginia DCLS,Virginia DCLS,Virginia DCLS
EPI_ISL_463137,hCoV-19/USA/VA-DCLS-0381/2020,North America / USA / Virginia,2020-05-13,Virginia DCLS,Virginia DCLS,Virginia DCLS
